_id,que,choiceA,choiceB,choiceC,choiceD,choiceE,kind,type,source,answer,detail
50056,真核生物转录生成tRNA和5s—rRNA的RNA—pol是,RNA—polⅠ, RNA—polⅡ, RNA—polⅢ,RNA聚合酶全酶,反转录酶,生物化学,单选,十门联考,C,A 45s rRNA。B hnRNA。D原核生物。E RNA复制用。
50057,已知某酶的Km值为25mmol/L，欲使得酶促反应达到最大反应速度的一半，该底物浓度应为,12.5mmol/L,25 mmol/L,37.5 mmol/L,50 mmol/L,75 mmol/L,生物化学,单选,十门联考,B,Km值等于酶促反应速率为最大速率一半时的底物浓度
50058,重组DNA技术中常用的质粒DNA是,细菌染色体DNA的一部分,细菌染色体外的独立遗传单位,真核细胞染色体DNA的一部分,真核细胞染色体外的独立遗传单位,病毒基因组DNA的一部分,生物化学,单选,十门联考,B,细菌染色体外能自主复制和稳定遗传的DNA分子
50059,脂酰辅酶A在肝脏—氧化的酶促反应顺序是,脱氢、再脱氢、加水、硫解,硫解、脱氢、加水、再脱氢,脱氢、加水、再脱氢、硫解,脱氢、脱水、再脱氢、硫解,加水、脱氢、硫解、再脱氢,生物化学,单选,十门联考,C,脱氢，加水，再脱氢，硫解
50060,克隆的真核生物基因组可在多种系统表达，例外的是,E.coli表达体系,酵母表达体系,昆虫表达体系,COS细胞表达体系,CHO细胞表达体系,生物化学,单选,十门联考,A,A大肠杆菌是原核生物
50061,经演变生成牛磺酸的氨基酸是,赖氨酸,半胱氨酸,甲硫氨酸,异亮氨酸,天冬氨酸,生物化学,单选,十门联考,B,半胱氨酸可转变成牛磺酸。
50062,激活的G蛋白直接影响下列哪种酶,蛋白激酶A,蛋白激酶C,蛋白激酶G,磷脂酶A,磷脂酶C,生物化学,单选,十门联考,E,活化的G蛋白激活下游效应分子，如AC、PLC等。蛋白激酶由小分子信使如cAMP、DAG、IP3等激活
50063,成熟红细胞内磷酸戊糖途径所生成的NADPH的主要功能是,合成膜上胆固醇,促进脂肪合成 ,提供能量,维持还原性谷胱甘肽的正常水平,使MHb（Fe3+）还原,生物化学,单选,十门联考,D,NADPH作为供氢体可维持谷胱甘肽的还原状态，对红细胞而言，还原性谷胱甘肽可保护红细胞膜的完整性。NADPH携带的氢不通过电子传递连氧化释能。
50064,真核细胞DNA前导链合成的主要复制酶是,DNA聚合酶δ, DNA聚合酶β, DNA聚合酶γ, DNA聚合酶α, DNA聚合酶ε,生物化学,单选,十门联考,A,在真核生物的DNA链延长中起催化作用的主要是DNApolδ，其功能是前导链和后随链合成，错配修复。
50065,DNA双螺旋结构模型的描述中哪一条不正确,腺嘌呤的克分子数等于胸腺嘧啶的克分子数,同种生物体不同组织中的DNA碱基组成极为相似,DNA双螺旋中碱基对位于外侧,DNA多核苷酸链通过A与T或C与G之间的氢键连接,维持双螺旋稳定的主要因素是氢键和碱基堆积力,生物化学,单选,十门联考,C,DNA双螺旋中核糖与磷酸位于外侧。A项腺嘌呤与胸腺嘧啶之间以2个氢键连接而形成互补碱基对。氢键维持DNA横向稳定，碱基堆积力维持纵向稳定。
50066,原核生物的DNA聚合酶Ⅲ,该酶的大片段称为Klenow片段,是一条连续的肽链,α、ε、θ组成核心酶,酶蛋白二级结构中很少α—螺旋,以FAD为辅酶,生物化学,单选,十门联考,C,Klenow片段为DNApolⅠ的水解大片段。DNApolⅢ是由10种亚基组成的不对称异聚合体。其中核心酶由α、ε、θ亚基共同构成。
50067,依赖Ca2+蛋白激酶的是,PKA,PKC,PKG,受体型TPK,非受体型TPK,生物化学,单选,十门联考,B,见课本P392，表19-7.
50068,中氨的主要去路是,扩散入血,合成尿素,合成嘌呤,合成必需氨基酸,合成谷氨酰胺,生物化学,单选,十门联考,E,在脑和骨骼肌等组织，氨和谷氨酸合成谷氨酰胺，并由血液运往肝和肾。
50069,关于管家基因叙述错误的是,在生物个体的几乎所有细胞中持续表达,在生物个体的几乎各生长阶段持续表达,在一个物种的几乎所有个体中持续表达,在生物个体的某一生长阶段持续表达,在生物个体全生命过程的几乎所有细胞中表达,生物化学,单选,十门联考,C,见课本P358。
50070,不对称转录是指,双向复制后的转录,同一DNA模板转录可以是从5’之3’延长和从3’至5’延长,"同一单链DNA,转录时可以交替有义链和反义链",转录反应生成氨基酸，氨基酸含有不对称碳原子,没有规律的转录,生物化学,单选,十门联考,C,"不对称转录指在DNA分子双链上某一区段，一段链用作模版转录，另一股链不转录,模版链具有相对性。模版链又称反义链，是起转录作用的模版。编码链又称有义链，是基因中与转录产物mRNA碱基序列相同的那条链。转录的方向是5'→3'。"
50071,下列哪一种物质在体内可直接合成胆固醇,丙酮酸,草酸,苹果酸,乙酰CoA,α—酮戊二酸,生物化学,单选,十门联考,D,乙酰辅酶A和NADPH是体内胆固醇合成基本原料，主要在肝合成。
50072,DNA拓扑异构酶的作用是,解开DNA双螺旋，便于复制,使DNA断开螺旋复合不致打结、缠绕,"把DNA异构为RNA,因为复制需RNA引物",辨认复制起始点,稳定复制叉,生物化学,单选,十门联考,B,因为DNA双螺旋沿轴旋转，复制解链也沿同一轴反向旋转，复制速度极快，会造成超螺旋及局部松弛等过渡状态，此种现象称为拓扑构象，DNA拓扑异构酶可改变此现象，理顺DNA链结构来配合复制进程。
50073, 下列化合物中属次级胆汁酸的是 ,鹅脱氧胆酸 ,牛磺胆酸,苷氨胆酸,脱氧胆酸,胆酸,生物化学,单选,十门联考,D,在肝细胞以胆固醇为原料直接合成的胆汁酸成为初级胆汁酸，包括胆酸、鹅脱氧胆酸及其与甘氨酸或牛磺酸的结合产物。初级胆汁酸在肠细菌作用下，脱氧生成的称为次级胆汁酸，包括脱氧胆酸和石胆酸及其在肝中分别与甘氨酸或牛磺酸结合生成的结合产物。
50074, 核算的基本组成单位是,核糖与脱氧核糖,嘌呤碱与嘧啶碱,核苷,核苷酸,寡核苷酸,生物化学,单选,十门联考,D,核苷酸是构成核酸的基本组成单位。
50075, 蛋白质生理价值大小主要取决于,氨基酸种类,氨基酸数量,必须氨基酸数量,必须氨基酸种类,"必须氨基酸种类,数量及比例",生物化学,单选,十门联考,E,蛋白质的营养价值是指食物蛋白质在体内的利用率，其高低主要取决于食物蛋白质中必需氨基酸的种类，比例和数量。
50076, 不属于嘌呤核苷酸从头合成直接原料的是,CO2 ,甘氨酸,谷氨酸,天冬氨酸,一氧化碳,生物化学,单选,十门联考,C,嘌呤核苷酸从头合成直接原料有：核糖-5'-磷酸、谷氨酰胺、甘氨酸、天冬氨酸、二氧化碳、一碳单位。
50077,干扰素诱导生成的寡核苷酸是,2’-5’G,3’-5’G,2’-5’A,3’-5’U,2’-5’C,生物化学,单选,十门联考,C,"干扰素能与双链RNA共同活化特殊的2'-5'A合成酶，催化ATP聚合，生成2'-5'A多聚物，经2'-5’A活化核酸酶RNAseL,后者可降解病毒mRNA,从而阻断病毒蛋白质的合成，上述机制为干扰素抑制病毒繁殖的作用机制之一。"
50078,下列哪一种物质不参与由乙酰辅酶A合成脂肪酸的反应,乙酰乙酸,乙酰辅酶A,NADPH+H+,ATP,CO2 ,生物化学,单选,十门联考,A,脂肪酸的合成所需原料有乙酰辅酶A、ATP、NADPH、HCO3-(CO2)、Mn2+等。
50079, 体内脂肪酸合成的主要原料是,NADPH和乙酰COA,NADH和乙酰COA,NADPH和丙二巯COA,NADPH和乙酰乙酸,NADH和丙二巯COA,生物化学,单选,十门联考,A,脂肪酸的合成所需原料有乙酰辅酶A、ATP、NADPH、HCO3-(CO2)、Mn2+等。
50080,蛋白质多肽链中氨基酸的排列顺序是从,C端到N端,N端到C端,.5’端到3’端,3’端到5’端,以上都不是,生物化学,单选,十门联考,B,10个以上氨基酸通过肽键缩合相连而成称为多肽，从N-端至C-端的氨基酸排列顺序称为蛋白质的一级结构。
50081, 下列有关真核生物DNA-pol的叙述中不正确的是,"有α,β,γ,δ,ε等五种",DNA-polα具有引物酶活性,DNA-polβ具有解螺旋酶活性,DNA-polδ是延长子链的主要酶,DNA-polε起校读.修复和填补引物缺口的租用,生物化学,单选,十门联考,C,"DNA-pol β保真度低,可能是参与应急修复的酶"
50082,一般仅出现在RNA分子中的碱基是,腺嘌呤,鸟嘌呤,胸腺嘧啶,胞嘧啶,尿嘧啶,生物化学,单选,十门联考,E,"DNA中含ATCG,RNA中含AUCG"
50083,不直接受细胞内第二信使调节的蛋白激酶是,PKA,PKC,PKG,.PTK,Ca+/CaM激酶,生物化学,单选,十门联考,D,"第二信使结合激活下游信号转导分子的有PKA, PKC, PKG, 钙离子/CaM调控的钙离子/CaM-PK,PIP3调控的PKB,PTK是通过蛋白酪氨酸激酶转导 "
50084,有关还原当量的穿梭叙述错误的是,2H经苹果酶穿梭在线粒体内生成3分子ATP  ,2H经α磷酸甘油穿梭在线粒体内生成2分子ATP      ,胞液生成的NADH只能进线粒体才能氧化成水,2H经穿梭作用进入线粒体需消耗ATP  ,NADH不能自由通过线粒体内膜,生物化学,单选,十门联考,D,"8-17,8-18可知穿梭作用进入线粒体无需耗能"
50085,"有关DNA双螺旋结构的叙述,错误的是",DNA双螺旋是核酸二级结构的重要形式,"DNA双螺旋由两条以脱氧核糖,磷酸作骨架的双链组成",DNA双螺旋以右手螺旋的方式围绕同一轴有规律地盘旋,两股单链从5’至3’端走向在空间排列相同,两碱基之间的氢键是维持双螺旋横向稳定的主要化学键,生物化学,单选,十门联考,D,两条链中一条5-3自上而下，另一条自下而上，反向平行
50086,克隆某一目的DNA的过程不包括,基因载体的选择和构建,外源基因与基因载体的拼接,重组DNA分子导入受体细胞,筛选并无性繁殖含重组分子的受体细胞,表达目的基因编码的蛋白质,生物化学,单选,十门联考,E,E是目的，不是过程
50087,点突变引起的后果是,DNA降解,转录终止,DNA复制停止,氨基酸缺失,氨基酸读码改变,生物化学,单选,十门联考,E,点突变指的是一般碱基对置换和移码所造成的突变，会造成氨基酸编码的错义突变，无义突变和同义突变又由于密码子的简并性，并不一定会造成氨基酸编码错误
50088,体内一碳单位的载体是,叶酸,二氢叶酸,四氢叶酸,维生素B12,维生素B6,生物化学,单选,十门联考,C,小标题
50089,Lac阻遏蛋白结合乳糖操纵子的,I基因,Z基因,P基因,O基因,CAP结合序列,生物化学,单选,十门联考,D,乳糖操纵子含操纵序列O，调节基因I，I编码阻遏蛋白，与O结合，使操纵子受阻遏而处于关闭状态
50090, 糖原分子中一个葡萄糖单位经糖酵解途径分解成乳酸是能产生多少ATP,1,2,3,4,5,生物化学,单选,十门联考,C,"由一个葡萄糖分解为两个丙酮酸，净生成ATP2个,NADPH2个，丙酮酸变成乳酸消耗NADPH,由葡萄糖变为乳酸净生成ATP2个，由糖原变为葡萄糖过程中，直接生成葡萄糖-6-磷酸，直接进入糖酵解，少耗能1个ATP,故生成3个。"
50091, 血液非蛋白氮中含量最多的物质是,肌酐,肌酸,蛋白质,尿酸,尿素,生物化学,单选,十门联考,E,血氨主要在肝内合成尿素
50092,糖酵解的关键酶是,丙酮酸羧化酶,己糖激酶,果糖二磷酸酶,葡萄糖-6-磷酸酶,磷酸化酶,生物化学,单选,十门联考,B,"关键酶，磷酸果糖激酶-1,丙酮酸激酶，己糖激酶"
50093, 造成蛋白质变性的因素中不包括,加热,强酸,重金属离子,生物碱试剂,中性盐,生物化学,单选,十门联考,E,一般采取中性盐溶液进行盐析，蛋白质初步分离
50094, 哺乳动物细胞中DNA紫外线损伤最主要的修复酶是,DNA聚合酶α,DNA聚合酶β,DNA聚合酶γ,DNA聚合酶δ,DNA聚合酶ε,生物化学,单选,十门联考,E,"紫外线损伤主要形成嘧啶二聚体，体内的修复酶有B,E选项，B是DNA修复，E是错配修复，切除修复是最主要的修复方式，含错配修复"
50095, 在DNA和RNA组成中都存在的成分是,鸟嘌呤,尿嘧啶,胸腺嘧啶,D-核酸,D-2-脱氧核糖,生物化学,单选,十门联考,A,"DNA中含ATCG,RNA中含AUCG"
50096, 下列哪组胆汁酸是初级胆汁酸,胆酸.脱氧胆酸,"甘氨胆酸,石胆酸","牛磺胆酸,脱氧胆酸",石胆酸.脱氧胆酸,"甘氨鹅脱氧胆酸,牛磺鹅脱氧胆酸",生物化学,单选,十门联考,E,初级胆汁酸有胆酸，鹅脱氧胆酸，甘氨鹅脱氧胆酸，牛璜鹅脱氧胆酸，次级胆汁酸有石胆酸，脱氧胆酸以及与甘氨酸，牛磺酸的结合产物
50097, 属于抑癌基因的是,Rb,Ras,Myc,cryB-2,sis,生物化学,单选,十门联考,A,Ras是MAPK通路中的重要分子，Myc促进增殖的相关基因，sis是PDGF-2
50098, 实验室内常用的连接外源性DNA载体的酶,Taq酶,T4DNA连接酶,DNA聚合酶I,DNA聚合酶II  ,DNA聚合酶III,生物化学,单选,十门联考,B,"框21-1,T4DNA 连接酶能够直接将PCR产物克隆于T载体上，简化了PCR克隆的过程"
50099, 外显子是,基因突变的表现,DNA被水解断裂片段,转录模板链,真核生物的编码序列,真核生物的非编码序列,生物化学,单选,十门联考,D,外显子是基因组DNA中出现在成熟mRNA分子的核苷酸序列，最终被翻译为蛋白质
50100, 遗传密码中科编码20中氨基酸的共有,64种,63种,62种,61种,60种,生物化学,单选,十门联考,D,编码氨基酸的密码子一共有61种，总共有64种密码子，有三种编码终止密码子
